Name,Number,Inning,Bowler,Unable to finish,Notes,Match
Match_43_Innings_2_Over_12_UTF,12,Match_43_Innings_2,Stephanie Bryant,Yes,4/0 score this over,Match_43
Match_43_Innings_2_Over_12_Completed,12,Match_43_Innings_2,Felicia Williams,No,7/0 score this over,Match_43
Match_43_Innings_2_Over_13,13,Match_43_Innings_2,James Hawkins,No,3/0 score this over,Match_43
Match_43_Innings_2_Over_14,14,Match_43_Innings_2,Felicia Williams,No,12/0 score this over,Match_43
Match_43_Innings_2_Over_15,15,Match_43_Innings_2,Stephanie Bryant,No,25/0 score this over,Match_43
Match_43_Innings_2_Over_16,16,Match_43_Innings_2,Corey Davis,No,7/0 score this over,Match_43
Match_43_Innings_2_Over_17,17,Match_43_Innings_2,Felicia Williams,No,16/0 score this over,Match_43
Match_43_Innings_2_Over_18,18,Match_43_Innings_2,Stephanie Bryant,No,7/0 score this over,Match_43
Match_43_Innings_2_Over_19,19,Match_43_Innings_2,Stephanie Bryant,No,3/0 score this over,Match_43
Match_43_Innings_2_Over_20,20,Match_43_Innings_2,James Hawkins,No,8/0 score this over,Match_43
Match_44_Innings_1_Over_1,1,Match_44_Innings_1,Christopher Welch,No,1/3 score this over,Match_44
Match_44_Innings_1_Over_2,2,Match_44_Innings_1,Victoria Jacobs,No,17/2 score this over,Match_44
Match_44_Innings_1_Over_3,3,Match_44_Innings_1,Victoria Jacobs,No,3/1 score this over,Match_44
Match_44_Innings_1_Over_4,4,Match_44_Innings_1,Megan Cunningham,No,9/0 score this over,Match_44
Match_44_Innings_1_Over_5,5,Match_44_Innings_1,Angelica Lyons,No,34/0 score this over,Match_44
Match_44_Innings_1_Over_6,6,Match_44_Innings_1,Victoria Jacobs,No,11/0 score this over,Match_44
Match_44_Innings_1_Over_7,7,Match_44_Innings_1,Angelica Lyons,No,11/1 score this over,Match_44
Match_44_Innings_1_Over_8,8,Match_44_Innings_1,Angelica Lyons,No,1/0 score this over,Match_44
Match_44_Innings_1_Over_9,9,Match_44_Innings_1,Christopher Welch,No,7/0 score this over,Match_44
Match_44_Innings_1_Over_10,10,Match_44_Innings_1,Victoria Jacobs,No,10/0 score this over,Match_44
Match_44_Innings_1_Over_11,11,Match_44_Innings_1,Megan Cunningham,No,6/0 score this over,Match_44
Match_44_Innings_1_Over_12,12,Match_44_Innings_1,Megan Cunningham,No,5/0 score this over,Match_44
Match_44_Innings_1_Over_13,13,Match_44_Innings_1,Megan Cunningham,No,7/0 score this over,Match_44
Match_44_Innings_1_Over_14,14,Match_44_Innings_1,Victoria Jacobs,No,12/0 score this over,Match_44
Match_44_Innings_1_Over_15,15,Match_44_Innings_1,Megan Cunningham,No,8/0 score this over,Match_44
Match_44_Innings_1_Over_16,16,Match_44_Innings_1,Alexandria Thompson,No,25/0 score this over,Match_44
Match_44_Innings_1_Over_17,17,Match_44_Innings_1,Christopher Welch,No,1/0 score this over,Match_44
Match_44_Innings_1_Over_18,18,Match_44_Innings_1,Victoria Jacobs,No,6/0 score this over,Match_44
Match_44_Innings_1_Over_19,19,Match_44_Innings_1,Alexandria Thompson,No,3/0 score this over,Match_44
Match_44_Innings_1_Over_20,20,Match_44_Innings_1,Megan Cunningham,No,24/0 score this over,Match_44
Match_44_Innings_2_Over_1,1,Match_44_Innings_2,Tracey Williams,No,6/0 score this over,Match_44
Match_44_Innings_2_Over_2,2,Match_44_Innings_2,Tracey Williams,No,14/5 score this over,Match_44
Match_44_Innings_2_Over_3_UTF,3,Match_44_Innings_2,James Robertson,Yes,2/0 score this over,Match_44
Match_44_Innings_2_Over_3_Completed,3,Match_44_Innings_2,Tracey Williams,No,4/0 score this over,Match_44
Match_44_Innings_2_Over_4,4,Match_44_Innings_2,Angela Torres,No,3/0 score this over,Match_44
Match_44_Innings_2_Over_5,5,Match_44_Innings_2,James Robertson,No,3/0 score this over,Match_44
Match_44_Innings_2_Over_6,6,Match_44_Innings_2,Philip Rose,No,5/0 score this over,Match_44
Match_44_Innings_2_Over_7,7,Match_44_Innings_2,James Robertson,No,4/0 score this over,Match_44
Match_44_Innings_2_Over_8,8,Match_44_Innings_2,Angela Torres,No,6/0 score this over,Match_44
Match_44_Innings_2_Over_9,9,Match_44_Innings_2,James Robertson,No,5/0 score this over,Match_44
Match_44_Innings_2_Over_10,10,Match_44_Innings_2,Angela Torres,No,5/0 score this over,Match_44
Match_44_Innings_2_Over_11_UTF,11,Match_44_Innings_2,Tracey Williams,Yes,1/0 score this over,Match_44
Match_44_Innings_2_Over_11_Completed,11,Match_44_Innings_2,Lori Brown,No,1/0 score this over,Match_44
Match_44_Innings_2_Over_12,12,Match_44_Innings_2,James Robertson,No,5/0 score this over,Match_44
Match_44_Innings_2_Over_13,13,Match_44_Innings_2,James Robertson,No,1/0 score this over,Match_44
Match_44_Innings_2_Over_14_UTF,14,Match_44_Innings_2,Angela Torres,Yes,1/0 score this over,Match_44
Match_44_Innings_2_Over_14_Completed,14,Match_44_Innings_2,Lori Brown,No,1/0 score this over,Match_44
Match_44_Innings_2_Over_15,15,Match_44_Innings_2,Lori Brown,No,29/0 score this over,Match_44
Match_44_Innings_2_Over_16,16,Match_44_Innings_2,James Robertson,No,35/0 score this over,Match_44
Match_44_Innings_2_Over_17,17,Match_44_Innings_2,James Robertson,No,5/0 score this over,Match_44
Match_44_Innings_2_Over_18,18,Match_44_Innings_2,Tracey Williams,No,6/0 score this over,Match_44
Match_44_Innings_2_Over_19,19,Match_44_Innings_2,Philip Rose,No,10/0 score this over,Match_44
Match_44_Innings_2_Over_20,20,Match_44_Innings_2,James Robertson,No,12/0 score this over,Match_44
Match_45_Innings_1_Over_1,1,Match_45_Innings_1,Tracey Williams,No,34/1 score this over,Match_45
Match_45_Innings_1_Over_2,2,Match_45_Innings_1,Lori Brown,No,10/1 score this over,Match_45
Match_45_Innings_1_Over_3,3,Match_45_Innings_1,Angela Torres,No,6/0 score this over,Match_45
Match_45_Innings_1_Over_4,4,Match_45_Innings_1,Angela Torres,No,7/4 score this over,Match_45
Match_45_Innings_1_Over_5,5,Match_45_Innings_1,James Robertson,No,21/0 score this over,Match_45
Match_45_Innings_1_Over_6,6,Match_45_Innings_1,Tracey Williams,No,4/2 score this over,Match_45
Match_45_Innings_1_Over_7,7,Match_45_Innings_1,Tracey Williams,No,2/0 score this over,Match_45
Match_45_Innings_1_Over_8,8,Match_45_Innings_1,Lori Brown,No,1/0 score this over,Match_45
Match_45_Innings_1_Over_9,9,Match_45_Innings_1,Angela Torres,No,13/0 score this over,Match_45
Match_45_Innings_1_Over_10,10,Match_45_Innings_1,Angela Torres,No,11/0 score this over,Match_45
Match_45_Innings_1_Over_11,11,Match_45_Innings_1,James Robertson,No,1/0 score this over,Match_45
Match_45_Innings_1_Over_12_UTF,12,Match_45_Innings_1,James Robertson,Yes,5/0 score this over,Match_45
Match_45_Innings_1_Over_12_Completed,12,Match_45_Innings_1,Tracey Williams,No,10/0 score this over,Match_45
Match_45_Innings_1_Over_13,13,Match_45_Innings_1,Tracey Williams,No,5/0 score this over,Match_45
Match_45_Innings_1_Over_14,14,Match_45_Innings_1,Tracey Williams,No,1/0 score this over,Match_45
Match_45_Innings_1_Over_15,15,Match_45_Innings_1,Lori Brown,No,9/0 score this over,Match_45
Match_45_Innings_1_Over_16,16,Match_45_Innings_1,Lori Brown,No,1/0 score this over,Match_45
Match_45_Innings_1_Over_17,17,Match_45_Innings_1,Philip Rose,No,3/0 score this over,Match_45
Match_45_Innings_1_Over_18,18,Match_45_Innings_1,Tracey Williams,No,4/0 score this over,Match_45
Match_45_Innings_1_Over_19,19,Match_45_Innings_1,Angela Torres,No,4/0 score this over,Match_45
Match_45_Innings_1_Over_20,20,Match_45_Innings_1,Philip Rose,No,1/0 score this over,Match_45
Match_45_Innings_2_Over_1,1,Match_45_Innings_2,James Hawkins,No,3/1 score this over,Match_45
Match_45_Innings_2_Over_2,2,Match_45_Innings_2,Stephanie Bryant,No,10/0 score this over,Match_45
Match_45_Innings_2_Over_3,3,Match_45_Innings_2,Stephanie Bryant,No,4/0 score this over,Match_45
Match_45_Innings_2_Over_4,4,Match_45_Innings_2,Felicia Williams,No,29/1 score this over,Match_45
Match_45_Innings_2_Over_5,5,Match_45_Innings_2,Felicia Williams,No,1/0 score this over,Match_45
Match_45_Innings_2_Over_6,6,Match_45_Innings_2,Frederick Lewis,No,2/0 score this over,Match_45
Match_45_Innings_2_Over_7,7,Match_45_Innings_2,Felicia Williams,No,7/0 score this over,Match_45
Match_45_Innings_2_Over_8,8,Match_45_Innings_2,Corey Davis,No,6/0 score this over,Match_45
Match_45_Innings_2_Over_9,9,Match_45_Innings_2,Felicia Williams,No,11/0 score this over,Match_45
Match_45_Innings_2_Over_10,10,Match_45_Innings_2,Frederick Lewis,No,12/0 score this over,Match_45
Match_45_Innings_2_Over_11,11,Match_45_Innings_2,Stephanie Bryant,No,15/0 score this over,Match_45
Match_45_Innings_2_Over_12,12,Match_45_Innings_2,Corey Davis,No,1/0 score this over,Match_45
Match_45_Innings_2_Over_13,13,Match_45_Innings_2,Stephanie Bryant,No,4/0 score this over,Match_45
Match_45_Innings_2_Over_14,14,Match_45_Innings_2,Corey Davis,No,2/0 score this over,Match_45
Match_45_Innings_2_Over_15,15,Match_45_Innings_2,Frederick Lewis,No,4/0 score this over,Match_45
Match_45_Innings_2_Over_16,16,Match_45_Innings_2,James Hawkins,No,10/0 score this over,Match_45
Match_45_Innings_2_Over_17,17,Match_45_Innings_2,Felicia Williams,No,2/0 score this over,Match_45
Match_45_Innings_2_Over_18,18,Match_45_Innings_2,James Hawkins,No,26/0 score this over,Match_45
Match_45_Innings_2_Over_19,19,Match_45_Innings_2,James Hawkins,No,2/0 score this over,Match_45
Match_45_Innings_2_Over_20,20,Match_45_Innings_2,Felicia Williams,No,4/0 score this over,Match_45
Match_46_Innings_1_Over_1,1,Match_46_Innings_1,Christopher Welch,No,13/0 score this over,Match_46
Match_46_Innings_1_Over_2,2,Match_46_Innings_1,Victoria Jacobs,No,11/0 score this over,Match_46
Match_46_Innings_1_Over_3,3,Match_46_Innings_1,Alexandria Thompson,No,8/0 score this over,Match_46
Match_46_Innings_1_Over_4,4,Match_46_Innings_1,Christopher Welch,No,13/0 score this over,Match_46
Match_46_Innings_1_Over_5,5,Match_46_Innings_1,Victoria Jacobs,No,7/0 score this over,Match_46
Match_46_Innings_1_Over_6,6,Match_46_Innings_1,Alexandria Thompson,No,8/0 score this over,Match_46
Match_46_Innings_1_Over_7,7,Match_46_Innings_1,Angelica Lyons,No,1/0 score this over,Match_46
Match_46_Innings_1_Over_8,8,Match_46_Innings_1,Megan Cunningham,No,2/0 score this over,Match_46
Match_46_Innings_1_Over_9,9,Match_46_Innings_1,Alexandria Thompson,No,5/0 score this over,Match_46
Match_46_Innings_1_Over_10,10,Match_46_Innings_1,Angelica Lyons,No,9/0 score this over,Match_46
Match_46_Innings_1_Over_11,11,Match_46_Innings_1,Alexandria Thompson,No,19/0 score this over,Match_46
Match_46_Innings_1_Over_12,12,Match_46_Innings_1,Christopher Welch,No,14/0 score this over,Match_46
Match_46_Innings_1_Over_13,13,Match_46_Innings_1,Angelica Lyons,No,10/0 score this over,Match_46
Match_46_Innings_1_Over_14,14,Match_46_Innings_1,Angelica Lyons,No,30/0 score this over,Match_46
Match_46_Innings_1_Over_15,15,Match_46_Innings_1,Alexandria Thompson,No,8/0 score this over,Match_46
Match_46_Innings_1_Over_16,16,Match_46_Innings_1,Victoria Jacobs,No,3/0 score this over,Match_46
Match_46_Innings_1_Over_17,17,Match_46_Innings_1,Angelica Lyons,No,7/0 score this over,Match_46
Match_46_Innings_1_Over_18,18,Match_46_Innings_1,Christopher Welch,No,11/0 score this over,Match_46
Match_46_Innings_1_Over_19,19,Match_46_Innings_1,Christopher Welch,No,15/0 score this over,Match_46
Match_46_Innings_1_Over_20,20,Match_46_Innings_1,Alexandria Thompson,No,6/0 score this over,Match_46
Match_46_Innings_2_Over_1,1,Match_46_Innings_2,Stephanie Bryant,No,5/3 score this over,Match_46
Match_46_Innings_2_Over_2,2,Match_46_Innings_2,Felicia Williams,No,21/4 score this over,Match_46
Match_46_Innings_2_Over_3,3,Match_46_Innings_2,Corey Davis,No,5/1 score this over,Match_46
Match_46_Innings_2_Over_4,4,Match_46_Innings_2,Felicia Williams,No,2/0 score this over,Match_46
Match_46_Innings_2_Over_5,5,Match_46_Innings_2,Felicia Williams,No,4/0 score this over,Match_46
Match_46_Innings_2_Over_6,6,Match_46_Innings_2,Frederick Lewis,No,7/0 score this over,Match_46
Match_46_Innings_2_Over_7,7,Match_46_Innings_2,Corey Davis,No,3/0 score this over,Match_46
Match_46_Innings_2_Over_8,8,Match_46_Innings_2,Felicia Williams,No,8/0 score this over,Match_46
Match_46_Innings_2_Over_9_UTF,9,Match_46_Innings_2,Frederick Lewis,Yes,1/0 score this over,Match_46
Match_46_Innings_2_Over_9_Completed,9,Match_46_Innings_2,James Hawkins,No,1/0 score this over,Match_46
Match_46_Innings_2_Over_10,10,Match_46_Innings_2,James Hawkins,No,37/0 score this over,Match_46
Match_46_Innings_2_Over_11,11,Match_46_Innings_2,James Hawkins,No,14/0 score this over,Match_46
Match_46_Innings_2_Over_12,12,Match_46_Innings_2,Stephanie Bryant,No,4/0 score this over,Match_46
Match_46_Innings_2_Over_13,13,Match_46_Innings_2,Felicia Williams,No,6/0 score this over,Match_46
Match_46_Innings_2_Over_14,14,Match_46_Innings_2,Felicia Williams,No,13/0 score this over,Match_46
Match_46_Innings_2_Over_15,15,Match_46_Innings_2,Felicia Williams,No,17/0 score this over,Match_46
Match_46_Innings_2_Over_16,16,Match_46_Innings_2,Felicia Williams,No,4/0 score this over,Match_46
Match_46_Innings_2_Over_17,17,Match_46_Innings_2,Frederick Lewis,No,20/0 score this over,Match_46
Match_46_Innings_2_Over_18,18,Match_46_Innings_2,James Hawkins,No,4/0 score this over,Match_46
Match_46_Innings_2_Over_19,19,Match_46_Innings_2,James Hawkins,No,9/0 score this over,Match_46
Match_46_Innings_2_Over_20,20,Match_46_Innings_2,Felicia Williams,No,7/0 score this over,Match_46
Match_47_Innings_1_Over_1,1,Match_47_Innings_1,Rhonda Johnson,No,5/0 score this over,Match_47
Match_47_Innings_1_Over_2_UTF,2,Match_47_Innings_1,Johnny Moore,Yes,8/0 score this over,Match_47
Match_47_Innings_1_Over_2_Completed,2,Match_47_Innings_1,David Fletcher,No,17/1 score this over,Match_47
Match_47_Innings_1_Over_3,3,Match_47_Innings_1,Connie Hernandez,No,3/0 score this over,Match_47
Match_47_Innings_1_Over_4,4,Match_47_Innings_1,Jeanette Hampton,No,7/0 score this over,Match_47
Match_47_Innings_1_Over_5,5,Match_47_Innings_1,Jeanette Hampton,No,1/0 score this over,Match_47
Match_47_Innings_1_Over_6,6,Match_47_Innings_1,Jeanette Hampton,No,4/0 score this over,Match_47
Match_47_Innings_1_Over_7,7,Match_47_Innings_1,Johnny Moore,No,9/0 score this over,Match_47
Match_47_Innings_1_Over_8,8,Match_47_Innings_1,Jeanette Hampton,No,20/0 score this over,Match_47
Match_47_Innings_1_Over_9,9,Match_47_Innings_1,David Fletcher,No,1/0 score this over,Match_47
Match_47_Innings_1_Over_10,10,Match_47_Innings_1,David Fletcher,No,10/0 score this over,Match_47
Match_47_Innings_1_Over_11,11,Match_47_Innings_1,Johnny Moore,No,13/0 score this over,Match_47
Match_47_Innings_1_Over_12,12,Match_47_Innings_1,Jeanette Hampton,No,6/0 score this over,Match_47
Match_47_Innings_1_Over_13,13,Match_47_Innings_1,Rhonda Johnson,No,1/0 score this over,Match_47
Match_47_Innings_1_Over_14,14,Match_47_Innings_1,Connie Hernandez,No,5/0 score this over,Match_47
Match_47_Innings_1_Over_15_UTF,15,Match_47_Innings_1,Rhonda Johnson,Yes,7/0 score this over,Match_47
Match_47_Innings_1_Over_15_Completed,15,Match_47_Innings_1,Johnny Moore,No,15/0 score this over,Match_47
Match_47_Innings_1_Over_16_UTF,16,Match_47_Innings_1,David Fletcher,Yes,0/0 score this over,Match_47
Match_47_Innings_1_Over_16_Completed,16,Match_47_Innings_1,Rhonda Johnson,No,1/0 score this over,Match_47
Match_47_Innings_1_Over_17,17,Match_47_Innings_1,Rhonda Johnson,No,7/0 score this over,Match_47
Match_47_Innings_1_Over_18,18,Match_47_Innings_1,Jeanette Hampton,No,5/0 score this over,Match_47
Match_47_Innings_1_Over_19,19,Match_47_Innings_1,Jeanette Hampton,No,5/0 score this over,Match_47
Match_47_Innings_1_Over_20,20,Match_47_Innings_1,David Fletcher,No,11/0 score this over,Match_47
Match_47_Innings_2_Over_1,1,Match_47_Innings_2,Isaac Woods,No,5/0 score this over,Match_47
Match_47_Innings_2_Over_2,2,Match_47_Innings_2,Brian Roy,No,2/4 score this over,Match_47
Match_47_Innings_2_Over_3,3,Match_47_Innings_2,Amanda Thomas,No,14/2 score this over,Match_47
Match_47_Innings_2_Over_4,4,Match_47_Innings_2,Amanda Thomas,No,6/3 score this over,Match_47
Match_47_Innings_2_Over_5,5,Match_47_Innings_2,Amanda Thomas,No,5/0 score this over,Match_47
Match_47_Innings_2_Over_6,6,Match_47_Innings_2,Amanda Thomas,No,11/0 score this over,Match_47
Match_47_Innings_2_Over_7,7,Match_47_Innings_2,Robert Rodriguez,No,9/0 score this over,Match_47
Match_47_Innings_2_Over_8,8,Match_47_Innings_2,Dustin Vasquez,No,3/0 score this over,Match_47
Match_47_Innings_2_Over_9,9,Match_47_Innings_2,Dustin Vasquez,No,3/0 score this over,Match_47
Match_47_Innings_2_Over_10,10,Match_47_Innings_2,Isaac Woods,No,10/0 score this over,Match_47
Match_47_Innings_2_Over_11,11,Match_47_Innings_2,Robert Rodriguez,No,3/0 score this over,Match_47
Match_47_Innings_2_Over_12,12,Match_47_Innings_2,Isaac Woods,No,1/0 score this over,Match_47
Match_47_Innings_2_Over_13,13,Match_47_Innings_2,Dustin Vasquez,No,7/0 score this over,Match_47
Match_47_Innings_2_Over_14,14,Match_47_Innings_2,Robert Rodriguez,No,15/0 score this over,Match_47
Match_47_Innings_2_Over_15_UTF,15,Match_47_Innings_2,Brian Roy,Yes,6/0 score this over,Match_47
Match_47_Innings_2_Over_15_Completed,15,Match_47_Innings_2,Isaac Woods,No,11/0 score this over,Match_47
Match_47_Innings_2_Over_16,16,Match_47_Innings_2,Brian Roy,No,9/0 score this over,Match_47
Match_47_Innings_2_Over_17,17,Match_47_Innings_2,Amanda Thomas,No,28/0 score this over,Match_47
Match_47_Innings_2_Over_18,18,Match_47_Innings_2,Amanda Thomas,No,2/0 score this over,Match_47
Match_47_Innings_2_Over_19,19,Match_47_Innings_2,Dustin Vasquez,No,4/0 score this over,Match_47
Match_47_Innings_2_Over_20,20,Match_47_Innings_2,Amanda Thomas,No,10/0 score this over,Match_47
Match_48_Innings_1_Over_1,1,Match_48_Innings_1,Isabel Kelley,No,6/2 score this over,Match_48
Match_48_Innings_1_Over_2,2,Match_48_Innings_1,Isabel Kelley,No,3/0 score this over,Match_48
Match_48_Innings_1_Over_3_UTF,3,Match_48_Innings_1,David Lee,Yes,10/1 score this over,Match_48
Match_48_Innings_1_Over_3_Completed,3,Match_48_Innings_1,Michael Morales,No,20/0 score this over,Match_48
Match_48_Innings_1_Over_4,4,Match_48_Innings_1,Michael Morales,No,6/0 score this over,Match_48
Match_48_Innings_1_Over_5,5,Match_48_Innings_1,Michael Morales,No,5/1 score this over,Match_48
Match_48_Innings_1_Over_6,6,Match_48_Innings_1,Melissa Morton,No,7/2 score this over,Match_48
Match_48_Innings_1_Over_7,7,Match_48_Innings_1,Isabel Kelley,No,1/0 score this over,Match_48
Match_48_Innings_1_Over_8,8,Match_48_Innings_1,Ellen Huff,No,3/0 score this over,Match_48
Match_48_Innings_1_Over_9,9,Match_48_Innings_1,Ellen Huff,No,2/0 score this over,Match_48
Match_48_Innings_1_Over_10,10,Match_48_Innings_1,Isabel Kelley,No,3/0 score this over,Match_48
Match_48_Innings_1_Over_11,11,Match_48_Innings_1,Melissa Morton,No,2/0 score this over,Match_48
Match_48_Innings_1_Over_12,12,Match_48_Innings_1,Isabel Kelley,No,14/0 score this over,Match_48
Match_48_Innings_1_Over_13,13,Match_48_Innings_1,David Lee,No,11/0 score this over,Match_48
Match_48_Innings_1_Over_14,14,Match_48_Innings_1,Isabel Kelley,No,7/0 score this over,Match_48
Match_48_Innings_1_Over_15,15,Match_48_Innings_1,Melissa Morton,No,2/0 score this over,Match_48
Match_48_Innings_1_Over_16,16,Match_48_Innings_1,Michael Morales,No,4/2 score this over,Match_48
Match_48_Innings_1_Over_17,17,Match_48_Innings_1,Michael Morales,No,10/0 score this over,Match_48
Match_48_Innings_1_Over_18,18,Match_48_Innings_1,Isabel Kelley,No,3/0 score this over,Match_48
Match_48_Innings_1_Over_19,19,Match_48_Innings_1,Ellen Huff,No,8/0 score this over,Match_48
Match_48_Innings_1_Over_20,20,Match_48_Innings_1,Melissa Morton,No,2/0 score this over,Match_48
Match_48_Innings_2_Over_1,1,Match_48_Innings_2,Jeanette Hampton,No,8/1 score this over,Match_48
Match_48_Innings_2_Over_2,2,Match_48_Innings_2,Jeanette Hampton,No,2/2 score this over,Match_48
Match_48_Innings_2_Over_3,3,Match_48_Innings_2,Johnny Moore,No,11/0 score this over,Match_48
Match_48_Innings_2_Over_4,4,Match_48_Innings_2,Jeanette Hampton,No,3/2 score this over,Match_48
Match_48_Innings_2_Over_5,5,Match_48_Innings_2,Johnny Moore,No,9/0 score this over,Match_48
Match_48_Innings_2_Over_6,6,Match_48_Innings_2,Connie Hernandez,No,10/0 score this over,Match_48
Match_48_Innings_2_Over_7,7,Match_48_Innings_2,Johnny Moore,No,4/0 score this over,Match_48
Match_48_Innings_2_Over_8,8,Match_48_Innings_2,Johnny Moore,No,2/0 score this over,Match_48
Match_48_Innings_2_Over_9,9,Match_48_Innings_2,Connie Hernandez,No,4/0 score this over,Match_48
Match_48_Innings_2_Over_10,10,Match_48_Innings_2,Jeanette Hampton,No,2/0 score this over,Match_48
Match_48_Innings_2_Over_11,11,Match_48_Innings_2,Rhonda Johnson,No,2/0 score this over,Match_48
Match_48_Innings_2_Over_12,12,Match_48_Innings_2,Rhonda Johnson,No,3/0 score this over,Match_48
Match_48_Innings_2_Over_13,13,Match_48_Innings_2,Jeanette Hampton,No,2/0 score this over,Match_48
Match_48_Innings_2_Over_14,14,Match_48_Innings_2,Rhonda Johnson,No,1/0 score this over,Match_48
Match_48_Innings_2_Over_15,15,Match_48_Innings_2,Johnny Moore,No,18/0 score this over,Match_48
Match_48_Innings_2_Over_16,16,Match_48_Innings_2,Connie Hernandez,No,5/0 score this over,Match_48
Match_48_Innings_2_Over_17,17,Match_48_Innings_2,Rhonda Johnson,No,1/0 score this over,Match_48
Match_48_Innings_2_Over_18_UTF,18,Match_48_Innings_2,David Fletcher,Yes,1/0 score this over,Match_48
Match_48_Innings_2_Over_18_Completed,18,Match_48_Innings_2,Rhonda Johnson,No,3/0 score this over,Match_48
Match_48_Innings_2_Over_19,19,Match_48_Innings_2,Connie Hernandez,No,6/0 score this over,Match_48
Match_48_Innings_2_Over_20,20,Match_48_Innings_2,Rhonda Johnson,No,5/0 score this over,Match_48
Match_49_Innings_1_Over_1,1,Match_49_Innings_1,David Fletcher,No,7/3 score this over,Match_49
Match_49_Innings_1_Over_2,2,Match_49_Innings_1,Jeanette Hampton,No,3/3 score this over,Match_49
Match_49_Innings_1_Over_3,3,Match_49_Innings_1,Johnny Moore,No,4/0 score this over,Match_49
Match_49_Innings_1_Over_4,4,Match_49_Innings_1,Johnny Moore,No,25/0 score this over,Match_49
Match_49_Innings_1_Over_5,5,Match_49_Innings_1,Jeanette Hampton,No,52/0 score this over,Match_49
Match_49_Innings_1_Over_6,6,Match_49_Innings_1,Jeanette Hampton,No,4/0 score this over,Match_49
Match_49_Innings_1_Over_7,7,Match_49_Innings_1,Johnny Moore,No,18/0 score this over,Match_49
Match_49_Innings_1_Over_8,8,Match_49_Innings_1,Johnny Moore,No,1/0 score this over,Match_49
Match_49_Innings_1_Over_9,9,Match_49_Innings_1,Johnny Moore,No,1/0 score this over,Match_49
Match_49_Innings_1_Over_10,10,Match_49_Innings_1,Johnny Moore,No,5/0 score this over,Match_49
Match_49_Innings_1_Over_11,11,Match_49_Innings_1,Jeanette Hampton,No,2/0 score this over,Match_49
Match_49_Innings_1_Over_12,12,Match_49_Innings_1,David Fletcher,No,5/0 score this over,Match_49
Match_49_Innings_1_Over_13,13,Match_49_Innings_1,Connie Hernandez,No,1/0 score this over,Match_49
Match_49_Innings_1_Over_14,14,Match_49_Innings_1,Rhonda Johnson,No,20/0 score this over,Match_49
Match_49_Innings_1_Over_15,15,Match_49_Innings_1,Jeanette Hampton,No,1/0 score this over,Match_49
Match_49_Innings_1_Over_16,16,Match_49_Innings_1,Johnny Moore,No,19/0 score this over,Match_49
Match_49_Innings_1_Over_17,17,Match_49_Innings_1,Connie Hernandez,No,1/0 score this over,Match_49
Match_49_Innings_1_Over_18,18,Match_49_Innings_1,David Fletcher,No,5/0 score this over,Match_49
Match_49_Innings_1_Over_19,19,Match_49_Innings_1,Rhonda Johnson,No,9/0 score this over,Match_49
Match_49_Innings_1_Over_20,20,Match_49_Innings_1,David Fletcher,No,9/0 score this over,Match_49
Match_49_Innings_2_Over_1,1,Match_49_Innings_2,Patricia Curtis,No,6/2 score this over,Match_49
Match_49_Innings_2_Over_2,2,Match_49_Innings_2,Kenneth Padilla,No,4/0 score this over,Match_49
Match_49_Innings_2_Over_3,3,Match_49_Innings_2,Kenneth Padilla,No,3/2 score this over,Match_49
Match_49_Innings_2_Over_4,4,Match_49_Innings_2,Kenneth Padilla,No,7/0 score this over,Match_49
Match_49_Innings_2_Over_5_UTF,5,Match_49_Innings_2,Tabitha Becker,Yes,4/0 score this over,Match_49
Match_49_Innings_2_Over_5_Completed,5,Match_49_Innings_2,Patricia Curtis,No,9/0 score this over,Match_49
Match_49_Innings_2_Over_6,6,Match_49_Innings_2,Gregory Hernandez,No,21/0 score this over,Match_49
Match_49_Innings_2_Over_7,7,Match_49_Innings_2,Eddie Welch,No,2/0 score this over,Match_49
Match_49_Innings_2_Over_8,8,Match_49_Innings_2,Patricia Curtis,No,2/0 score this over,Match_49
Match_49_Innings_2_Over_9,9,Match_49_Innings_2,Patricia Curtis,No,27/0 score this over,Match_49
Match_49_Innings_2_Over_10,10,Match_49_Innings_2,Gregory Hernandez,No,3/0 score this over,Match_49
Match_49_Innings_2_Over_11,11,Match_49_Innings_2,Kenneth Padilla,No,24/0 score this over,Match_49
Match_49_Innings_2_Over_12,12,Match_49_Innings_2,Kenneth Padilla,No,14/0 score this over,Match_49
Match_49_Innings_2_Over_13,13,Match_49_Innings_2,Patricia Curtis,No,2/0 score this over,Match_49
Match_49_Innings_2_Over_14,14,Match_49_Innings_2,Kenneth Padilla,No,4/0 score this over,Match_49
Match_49_Innings_2_Over_15,15,Match_49_Innings_2,Tabitha Becker,No,13/0 score this over,Match_49
Match_49_Innings_2_Over_16_UTF,16,Match_49_Innings_2,Gregory Hernandez,Yes,2/0 score this over,Match_49
Match_49_Innings_2_Over_16_Completed,16,Match_49_Innings_2,Patricia Curtis,No,4/0 score this over,Match_49
Match_49_Innings_2_Over_17,17,Match_49_Innings_2,Kenneth Padilla,No,7/0 score this over,Match_49
Match_49_Innings_2_Over_18,18,Match_49_Innings_2,Tabitha Becker,No,2/0 score this over,Match_49
Match_49_Innings_2_Over_19,19,Match_49_Innings_2,Kenneth Padilla,No,18/0 score this over,Match_49
Match_49_Innings_2_Over_20,20,Match_49_Innings_2,Tabitha Becker,No,15/0 score this over,Match_49
