Name,Degree,Module,Year,Degree Credit
ENV-244,BSc Environmental Science,Optimize Viral Functionalities,3,BSc Environmental Science_Year_3
ENV-857,BSc Environmental Science,Implement Dynamic Architectures,3,BSc Environmental Science_Year_3
ENV-507,BSc Environmental Science,Transition Dynamic Web Services,4,BSc Environmental Science_Year_4
ENV-242,BSc Environmental Science,Productize Cross-Platform E-Tailers,4,BSc Environmental Science_Year_4
ENV-589,BSc Environmental Science,Harness Out-Of-The-Box Methodologies,4,BSc Environmental Science_Year_4
ENV-700,BSc Environmental Science,Monetize Ubiquitous E-Tailers,4,BSc Environmental Science_Year_4
ENV-794,BSc Environmental Science,E-Enable 24/365 Supply-Chains,4,BSc Environmental Science_Year_4
ENV-152,BSc Environmental Science,Extend E-Business Supply-Chains,4,BSc Environmental Science_Year_4
ENV-737,BSc Environmental Science,Utilize Magnetic Deliverables,4,BSc Environmental Science_Year_4
ENV-798,BSc Environmental Science,Matrix Viral Metrics,4,BSc Environmental Science_Year_4
ENV-937,BSc Environmental Science,Redefine Dynamic Technologies,4,BSc Environmental Science_Year_4
ENV-396,BSc Environmental Science,Brand Cross-Platform Applications,4,BSc Environmental Science_Year_4
ENV-919,MSc Environmental Science,Grow Rich Architectures,1,MSc Environmental Science_Year_1
ENV-910,MSc Environmental Science,Engineer Turn-Key Communities,1,MSc Environmental Science_Year_1
ENV-439,MSc Environmental Science,Deliver Integrated Schemas,1,MSc Environmental Science_Year_1
ENV-584,MSc Environmental Science,Aggregate Rich Networks,1,MSc Environmental Science_Year_1
ENV-343,MSc Environmental Science,Seize Cross-Platform Deliverables,1,MSc Environmental Science_Year_1
ENV-460,MSc Environmental Science,Iterate B2B Infrastructures,1,MSc Environmental Science_Year_1
ENV-593,MSc Environmental Science,Brand World-Class E-Business,1,MSc Environmental Science_Year_1
ENV-108,MSc Environmental Science,Synergize Frictionless Content,1,MSc Environmental Science_Year_1
ENV-754,MSc Environmental Science,Scale Visionary Metrics,1,MSc Environmental Science_Year_1
ENV-654,MSc Environmental Science,Revolutionize Enterprise Action-Items,1,MSc Environmental Science_Year_1
ENV-415,MSc Environmental Science,Utilize Back-End Systems,2,MSc Environmental Science_Year_2
ENV-917,MSc Environmental Science,Embrace Viral Networks,2,MSc Environmental Science_Year_2
ENV-379,MSc Environmental Science,Orchestrate Frictionless Eyeballs,2,MSc Environmental Science_Year_2
ENV-631,MSc Environmental Science,Streamline Interactive Convergence,2,MSc Environmental Science_Year_2
ENV-739,MSc Environmental Science,Benchmark Rich Experiences,2,MSc Environmental Science_Year_2
ENV-260,MSc Environmental Science,Expedite Plug-And-Play Synergies,2,MSc Environmental Science_Year_2
ENV-235,MSc Environmental Science,Enhance Transparent Systems,2,MSc Environmental Science_Year_2
ENV-713,MSc Environmental Science,Evolve Proactive Architectures,2,MSc Environmental Science_Year_2
ENV-875,MSc Environmental Science,Morph Viral Interfaces,2,MSc Environmental Science_Year_2
ENV-444,MSc Environmental Science,Utilize Integrated Interfaces,2,MSc Environmental Science_Year_2
ENV-777,MSc Environmental Science,Exploit Bleeding-Edge Communities,3,MSc Environmental Science_Year_3
ENV-480,MSc Environmental Science,Optimize B2C Functionalities,3,MSc Environmental Science_Year_3
ENV-685,MSc Environmental Science,Redefine Compelling Info-Mediaries,3,MSc Environmental Science_Year_3
ENV-834,MSc Environmental Science,Incentivize Frictionless Infrastructures,3,MSc Environmental Science_Year_3
ENV-247,MSc Environmental Science,Target Strategic Eyeballs,3,MSc Environmental Science_Year_3
ENV-473,MSc Environmental Science,Productize B2B Synergies,3,MSc Environmental Science_Year_3
ENV-538,MSc Environmental Science,Envisioneer Turn-Key E-Markets,3,MSc Environmental Science_Year_3
ENV-716,MSc Environmental Science,Engage Robust Paradigms,3,MSc Environmental Science_Year_3
ENV-749,MSc Environmental Science,Maximize Interactive Action-Items,3,MSc Environmental Science_Year_3
ENV-169,MSc Environmental Science,Disintermediate Sticky Platforms,3,MSc Environmental Science_Year_3
ENV-647,MSc Environmental Science,Exploit Virtual Action-Items,4,MSc Environmental Science_Year_4
ENV-409,MSc Environmental Science,E-Enable World-Class Mindshare,4,MSc Environmental Science_Year_4
ENV-401,MSc Environmental Science,Target Integrated Convergence,4,MSc Environmental Science_Year_4
ENV-874,MSc Environmental Science,Extend Virtual Paradigms,4,MSc Environmental Science_Year_4
ENV-852,MSc Environmental Science,Leverage Integrated Users,4,MSc Environmental Science_Year_4
ENV-455,MSc Environmental Science,Cultivate Collaborative E-Markets,4,MSc Environmental Science_Year_4
ENV-726,MSc Environmental Science,Embrace Integrated Infrastructures,4,MSc Environmental Science_Year_4
ENV-407,MSc Environmental Science,Deliver Open-Source Niches,4,MSc Environmental Science_Year_4
ENV-887,MSc Environmental Science,Brand Cross-Media E-Tailers,4,MSc Environmental Science_Year_4
ENV-708,MSc Environmental Science,Drive Bricks-And-Clicks Partnerships,4,MSc Environmental Science_Year_4
ENV-221,PhD Environmental Science,Strategize Integrated Content,1,PhD Environmental Science_Year_1
ENV-585,PhD Environmental Science,Target Vertical E-Business,1,PhD Environmental Science_Year_1
ENV-686,PhD Environmental Science,Aggregate Global Platforms,1,PhD Environmental Science_Year_1
ENV-450,PhD Environmental Science,Revolutionize Collaborative Architectures,1,PhD Environmental Science_Year_1
ENV-481,PhD Environmental Science,Facilitate Visionary Web-Readiness,1,PhD Environmental Science_Year_1
ENV-770,PhD Environmental Science,Expedite Wireless Vortals,1,PhD Environmental Science_Year_1
ENV-369,PhD Environmental Science,Deploy Virtual Info-Mediaries,1,PhD Environmental Science_Year_1
ENV-697,PhD Environmental Science,Scale Dynamic Systems,1,PhD Environmental Science_Year_1
ENV-252,PhD Environmental Science,Transition Killer Schemas,1,PhD Environmental Science_Year_1
ENV-866,PhD Environmental Science,E-Enable B2C Eyeballs,1,PhD Environmental Science_Year_1
ENV-694,PhD Environmental Science,Revolutionize Transparent Bandwidth,2,PhD Environmental Science_Year_2
ENV-521,PhD Environmental Science,Innovate 24/365 Supply-Chains,2,PhD Environmental Science_Year_2
ENV-376,PhD Environmental Science,Strategize Best-Of-Breed Mindshare,2,PhD Environmental Science_Year_2
ENV-467,PhD Environmental Science,Envisioneer Seamless Synergies,2,PhD Environmental Science_Year_2
ENV-783,PhD Environmental Science,Matrix Turn-Key Partnerships,2,PhD Environmental Science_Year_2
ENV-644,PhD Environmental Science,Engineer Open-Source Metrics,2,PhD Environmental Science_Year_2
ENV-255,PhD Environmental Science,Revolutionize User-Centric Experiences,2,PhD Environmental Science_Year_2
ENV-698,PhD Environmental Science,Drive Holistic Architectures,2,PhD Environmental Science_Year_2
ENV-569,PhD Environmental Science,Synthesize Plug-And-Play E-Commerce,2,PhD Environmental Science_Year_2
ENV-505,PhD Environmental Science,Deploy Leading-Edge Portals,2,PhD Environmental Science_Year_2
ENV-106,PhD Environmental Science,Mesh Value-Added Metrics,3,PhD Environmental Science_Year_3
ENV-791,PhD Environmental Science,Expedite Impactful Info-Mediaries,3,PhD Environmental Science_Year_3
ENV-615,PhD Environmental Science,Embrace Cross-Platform Functionalities,3,PhD Environmental Science_Year_3
ENV-123,PhD Environmental Science,Utilize Transparent Web Services,3,PhD Environmental Science_Year_3
ENV-765,PhD Environmental Science,E-Enable Customized Bandwidth,3,PhD Environmental Science_Year_3
ENV-174,PhD Environmental Science,Scale Integrated Solutions,3,PhD Environmental Science_Year_3
ENV-202,PhD Environmental Science,Streamline Next-Generation Networks,3,PhD Environmental Science_Year_3
ENV-887,PhD Environmental Science,Repurpose Sticky Convergence,3,PhD Environmental Science_Year_3
ENV-748,PhD Environmental Science,Whiteboard Virtual Platforms,3,PhD Environmental Science_Year_3
ENV-165,PhD Environmental Science,Brand World-Class Deliverables,3,PhD Environmental Science_Year_3
ENV-453,PhD Environmental Science,Drive Strategic Web Services,4,PhD Environmental Science_Year_4
ENV-685,PhD Environmental Science,Facilitate Bricks-And-Clicks Paradigms,4,PhD Environmental Science_Year_4
ENV-953,PhD Environmental Science,Integrate Turn-Key E-Business,4,PhD Environmental Science_Year_4
ENV-260,PhD Environmental Science,Strategize Scalable Convergence,4,PhD Environmental Science_Year_4
ENV-756,PhD Environmental Science,Re-Contextualize Dynamic Partnerships,4,PhD Environmental Science_Year_4
ENV-393,PhD Environmental Science,Utilize Next-Generation Functionalities,4,PhD Environmental Science_Year_4
ENV-194,PhD Environmental Science,Re-Contextualize Customized Channels,4,PhD Environmental Science_Year_4
ENV-680,PhD Environmental Science,Brand Back-End Niches,4,PhD Environmental Science_Year_4
ENV-624,PhD Environmental Science,Expedite Open-Source Platforms,4,PhD Environmental Science_Year_4
ENV-283,PhD Environmental Science,Repurpose 24/365 Systems,4,PhD Environmental Science_Year_4
MAR-394,BSc Marine Biology,Visualize Killer E-Business,1,BSc Marine Biology_Year_1
MAR-991,BSc Marine Biology,Mesh Distributed Bandwidth,1,BSc Marine Biology_Year_1
MAR-176,BSc Marine Biology,Envisioneer Leading-Edge Vortals,1,BSc Marine Biology_Year_1
MAR-480,BSc Marine Biology,Incubate Holistic E-Services,1,BSc Marine Biology_Year_1
MAR-490,BSc Marine Biology,Productize Rich Solutions,1,BSc Marine Biology_Year_1
MAR-727,BSc Marine Biology,Benchmark Dynamic Synergies,1,BSc Marine Biology_Year_1
MAR-406,BSc Marine Biology,Matrix B2C Roi,1,BSc Marine Biology_Year_1
MAR-260,BSc Marine Biology,Matrix One-To-One Web-Readiness,1,BSc Marine Biology_Year_1
MAR-860,BSc Marine Biology,Seize Cross-Platform Applications,1,BSc Marine Biology_Year_1
MAR-744,BSc Marine Biology,Syndicate Vertical Supply-Chains,1,BSc Marine Biology_Year_1
MAR-947,BSc Marine Biology,Target Seamless Initiatives,2,BSc Marine Biology_Year_2
MAR-378,BSc Marine Biology,Productize Turn-Key Portals,2,BSc Marine Biology_Year_2
MAR-704,BSc Marine Biology,Envisioneer Compelling Roi,2,BSc Marine Biology_Year_2
MAR-330,BSc Marine Biology,Utilize Killer Initiatives,2,BSc Marine Biology_Year_2
MAR-779,BSc Marine Biology,Generate Next-Generation Supply-Chains,2,BSc Marine Biology_Year_2
MAR-160,BSc Marine Biology,Orchestrate Frictionless E-Business,2,BSc Marine Biology_Year_2
MAR-736,BSc Marine Biology,Aggregate User-Centric Architectures,2,BSc Marine Biology_Year_2
MAR-371,BSc Marine Biology,Disintermediate Magnetic Channels,2,BSc Marine Biology_Year_2
MAR-469,BSc Marine Biology,Integrate Next-Generation E-Business,2,BSc Marine Biology_Year_2
MAR-623,BSc Marine Biology,Envisioneer Web-Enabled Niches,2,BSc Marine Biology_Year_2
MAR-463,BSc Marine Biology,Matrix Cross-Media Initiatives,3,BSc Marine Biology_Year_3
MAR-159,BSc Marine Biology,Optimize 24/7 E-Business,3,BSc Marine Biology_Year_3
MAR-145,BSc Marine Biology,Utilize Global E-Tailers,3,BSc Marine Biology_Year_3
MAR-267,BSc Marine Biology,Integrate Intuitive Metrics,3,BSc Marine Biology_Year_3
MAR-741,BSc Marine Biology,Orchestrate Viral Convergence,3,BSc Marine Biology_Year_3
MAR-632,BSc Marine Biology,Envisioneer Dynamic Synergies,3,BSc Marine Biology_Year_3
MAR-476,BSc Marine Biology,Leverage Plug-And-Play Methodologies,3,BSc Marine Biology_Year_3
MAR-553,BSc Marine Biology,Leverage Web-Enabled Networks,3,BSc Marine Biology_Year_3
MAR-873,BSc Marine Biology,Seize Bricks-And-Clicks Markets,3,BSc Marine Biology_Year_3
MAR-650,BSc Marine Biology,Transform Visionary Initiatives,3,BSc Marine Biology_Year_3
MAR-389,BSc Marine Biology,Implement Enterprise Infrastructures,4,BSc Marine Biology_Year_4
MAR-162,BSc Marine Biology,Facilitate Back-End E-Markets,4,BSc Marine Biology_Year_4
MAR-672,BSc Marine Biology,Drive End-To-End Models,4,BSc Marine Biology_Year_4
MAR-386,BSc Marine Biology,Monetize Global Metrics,4,BSc Marine Biology_Year_4
MAR-143,BSc Marine Biology,Repurpose Virtual Mindshare,4,BSc Marine Biology_Year_4
MAR-657,BSc Marine Biology,Transform User-Centric Channels,4,BSc Marine Biology_Year_4
MAR-250,BSc Marine Biology,Drive Synergistic Networks,4,BSc Marine Biology_Year_4
MAR-876,BSc Marine Biology,Visualize Wireless Web-Readiness,4,BSc Marine Biology_Year_4
MAR-464,BSc Marine Biology,Revolutionize Transparent Relationships,4,BSc Marine Biology_Year_4
MAR-930,BSc Marine Biology,Matrix Compelling Models,4,BSc Marine Biology_Year_4
MAR-942,MSc Marine Biology,Monetize Virtual Models,1,MSc Marine Biology_Year_1
MAR-164,MSc Marine Biology,Exploit Vertical E-Tailers,1,MSc Marine Biology_Year_1
MAR-367,MSc Marine Biology,Syndicate E-Business Technologies,1,MSc Marine Biology_Year_1
MAR-364,MSc Marine Biology,Streamline Vertical Models,1,MSc Marine Biology_Year_1
MAR-910,MSc Marine Biology,Generate Rich Initiatives,1,MSc Marine Biology_Year_1
MAR-475,MSc Marine Biology,Strategize Scalable E-Tailers,1,MSc Marine Biology_Year_1
MAR-482,MSc Marine Biology,Unleash Interactive Infrastructures,1,MSc Marine Biology_Year_1
MAR-431,MSc Marine Biology,Scale Seamless Technologies,1,MSc Marine Biology_Year_1
MAR-990,MSc Marine Biology,Synthesize Sticky Content,1,MSc Marine Biology_Year_1
MAR-337,MSc Marine Biology,Disintermediate Plug-And-Play E-Business,1,MSc Marine Biology_Year_1
MAR-580,MSc Marine Biology,Implement World-Class Solutions,2,MSc Marine Biology_Year_2
MAR-817,MSc Marine Biology,Seize B2C Roi,2,MSc Marine Biology_Year_2
MAR-644,MSc Marine Biology,Whiteboard Cross-Platform Roi,2,MSc Marine Biology_Year_2
MAR-839,MSc Marine Biology,E-Enable Innovative Deliverables,2,MSc Marine Biology_Year_2
MAR-268,MSc Marine Biology,Aggregate Vertical Vortals,2,MSc Marine Biology_Year_2
MAR-181,MSc Marine Biology,Iterate Granular E-Tailers,2,MSc Marine Biology_Year_2
MAR-308,MSc Marine Biology,Empower Holistic Applications,2,MSc Marine Biology_Year_2
MAR-349,MSc Marine Biology,Scale World-Class Paradigms,2,MSc Marine Biology_Year_2
MAR-140,MSc Marine Biology,Drive Efficient Functionalities,2,MSc Marine Biology_Year_2
MAR-257,MSc Marine Biology,Embrace Best-Of-Breed Deliverables,2,MSc Marine Biology_Year_2
MAR-685,MSc Marine Biology,Transform Robust Paradigms,3,MSc Marine Biology_Year_3
MAR-516,MSc Marine Biology,Transition Proactive Deliverables,3,MSc Marine Biology_Year_3
MAR-698,MSc Marine Biology,Synergize Plug-And-Play Experiences,3,MSc Marine Biology_Year_3
MAR-753,MSc Marine Biology,Synthesize Robust Channels,3,MSc Marine Biology_Year_3
MAR-453,MSc Marine Biology,Incentivize Integrated Deliverables,3,MSc Marine Biology_Year_3
MAR-786,MSc Marine Biology,Envisioneer B2C Interfaces,3,MSc Marine Biology_Year_3
MAR-234,MSc Marine Biology,Deliver E-Business Vortals,3,MSc Marine Biology_Year_3
MAR-258,MSc Marine Biology,Maximize One-To-One Synergies,3,MSc Marine Biology_Year_3
MAR-373,MSc Marine Biology,Innovate Rich Channels,3,MSc Marine Biology_Year_3
MAR-903,MSc Marine Biology,Expedite 24/365 Users,3,MSc Marine Biology_Year_3
MAR-676,MSc Marine Biology,Monetize World-Class Bandwidth,4,MSc Marine Biology_Year_4
MAR-455,MSc Marine Biology,Innovate One-To-One Markets,4,MSc Marine Biology_Year_4
MAR-190,MSc Marine Biology,E-Enable Interactive Solutions,4,MSc Marine Biology_Year_4
MAR-318,MSc Marine Biology,Enhance Customized Vortals,4,MSc Marine Biology_Year_4
MAR-457,MSc Marine Biology,Evolve 24/365 Relationships,4,MSc Marine Biology_Year_4
MAR-731,MSc Marine Biology,Brand Mission-Critical Architectures,4,MSc Marine Biology_Year_4
MAR-694,MSc Marine Biology,Incentivize Synergistic Convergence,4,MSc Marine Biology_Year_4
MAR-382,MSc Marine Biology,Maximize Intuitive Bandwidth,4,MSc Marine Biology_Year_4
MAR-463,MSc Marine Biology,Incentivize Leading-Edge Roi,4,MSc Marine Biology_Year_4
MAR-644,MSc Marine Biology,Aggregate End-To-End Metrics,4,MSc Marine Biology_Year_4
MAR-866,PhD Marine Biology,Cultivate Out-Of-The-Box Synergies,1,PhD Marine Biology_Year_1
MAR-461,PhD Marine Biology,Optimize Revolutionary Web Services,1,PhD Marine Biology_Year_1
MAR-616,PhD Marine Biology,Aggregate Bricks-And-Clicks Portals,1,PhD Marine Biology_Year_1
MAR-818,PhD Marine Biology,Innovate Web-Enabled Metrics,1,PhD Marine Biology_Year_1
MAR-920,PhD Marine Biology,Facilitate Global Metrics,1,PhD Marine Biology_Year_1
MAR-564,PhD Marine Biology,Empower Revolutionary E-Commerce,1,PhD Marine Biology_Year_1
MAR-563,PhD Marine Biology,Optimize Next-Generation Mindshare,1,PhD Marine Biology_Year_1
MAR-493,PhD Marine Biology,Scale Open-Source Eyeballs,1,PhD Marine Biology_Year_1
MAR-434,PhD Marine Biology,Strategize Customized Methodologies,1,PhD Marine Biology_Year_1
MAR-861,PhD Marine Biology,Visualize 24/365 Web-Readiness,1,PhD Marine Biology_Year_1
MAR-649,PhD Marine Biology,Seize Collaborative Functionalities,2,PhD Marine Biology_Year_2
MAR-148,PhD Marine Biology,Engineer End-To-End Applications,2,PhD Marine Biology_Year_2
MAR-111,PhD Marine Biology,Visualize Seamless E-Tailers,2,PhD Marine Biology_Year_2
MAR-403,PhD Marine Biology,Syndicate Next-Generation Roi,2,PhD Marine Biology_Year_2
MAR-460,PhD Marine Biology,Re-Intermediate Impactful Solutions,2,PhD Marine Biology_Year_2
MAR-795,PhD Marine Biology,Drive Frictionless Methodologies,2,PhD Marine Biology_Year_2
MAR-827,PhD Marine Biology,Enable Web-Enabled Web-Readiness,2,PhD Marine Biology_Year_2
MAR-539,PhD Marine Biology,Enable User-Centric Mindshare,2,PhD Marine Biology_Year_2
MAR-335,PhD Marine Biology,Engineer Value-Added E-Services,2,PhD Marine Biology_Year_2
MAR-360,PhD Marine Biology,Utilize Frictionless Users,2,PhD Marine Biology_Year_2
MAR-541,PhD Marine Biology,Empower Cutting-Edge Interfaces,3,PhD Marine Biology_Year_3
MAR-960,PhD Marine Biology,Redefine Leading-Edge Models,3,PhD Marine Biology_Year_3
MAR-127,PhD Marine Biology,Facilitate Plug-And-Play Functionalities,3,PhD Marine Biology_Year_3
MAR-873,PhD Marine Biology,Envisioneer Interactive Interfaces,3,PhD Marine Biology_Year_3
MAR-193,PhD Marine Biology,Transform Open-Source Solutions,3,PhD Marine Biology_Year_3
MAR-912,PhD Marine Biology,Enhance Collaborative Mindshare,3,PhD Marine Biology_Year_3
MAR-778,PhD Marine Biology,Engage B2C Markets,3,PhD Marine Biology_Year_3
MAR-117,PhD Marine Biology,Drive Web-Enabled Methodologies,3,PhD Marine Biology_Year_3
MAR-491,PhD Marine Biology,Utilize Front-End E-Tailers,3,PhD Marine Biology_Year_3
MAR-843,PhD Marine Biology,Optimize Real-Time Metrics,3,PhD Marine Biology_Year_3
MAR-893,PhD Marine Biology,Utilize Virtual Relationships,4,PhD Marine Biology_Year_4
MAR-611,PhD Marine Biology,Maximize Value-Added Functionalities,4,PhD Marine Biology_Year_4
MAR-307,PhD Marine Biology,Enhance Customized Methodologies,4,PhD Marine Biology_Year_4
MAR-252,PhD Marine Biology,Morph Efficient Systems,4,PhD Marine Biology_Year_4
MAR-640,PhD Marine Biology,Productize End-To-End Systems,4,PhD Marine Biology_Year_4
MAR-967,PhD Marine Biology,Leverage Wireless E-Commerce,4,PhD Marine Biology_Year_4
MAR-997,PhD Marine Biology,Matrix Frictionless Solutions,4,PhD Marine Biology_Year_4
MAR-170,PhD Marine Biology,Matrix Transparent Info-Mediaries,4,PhD Marine Biology_Year_4
MAR-880,PhD Marine Biology,Transition E-Business Bandwidth,4,PhD Marine Biology_Year_4
MAR-823,PhD Marine Biology,Orchestrate Seamless Initiatives,4,PhD Marine Biology_Year_4
AST-208,BSc Astronomy,Unleash Bricks-And-Clicks Supply-Chains,1,BSc Astronomy_Year_1
AST-557,BSc Astronomy,Monetize Innovative Markets,1,BSc Astronomy_Year_1
AST-746,BSc Astronomy,Exploit Vertical Interfaces,1,BSc Astronomy_Year_1
AST-883,BSc Astronomy,Generate Collaborative Action-Items,1,BSc Astronomy_Year_1
AST-347,BSc Astronomy,Target Transparent Communities,1,BSc Astronomy_Year_1
AST-588,BSc Astronomy,Iterate Intuitive Convergence,1,BSc Astronomy_Year_1
AST-716,BSc Astronomy,Extend Clicks-And-Mortar E-Business,1,BSc Astronomy_Year_1
AST-434,BSc Astronomy,Disintermediate Revolutionary Roi,1,BSc Astronomy_Year_1
AST-516,BSc Astronomy,Synthesize Revolutionary E-Commerce,1,BSc Astronomy_Year_1
AST-646,BSc Astronomy,Embrace Holistic Systems,1,BSc Astronomy_Year_1
AST-158,BSc Astronomy,Scale Transparent Methodologies,2,BSc Astronomy_Year_2
AST-421,BSc Astronomy,Aggregate E-Business Applications,2,BSc Astronomy_Year_2
AST-897,BSc Astronomy,Syndicate 24/7 Supply-Chains,2,BSc Astronomy_Year_2
AST-621,BSc Astronomy,Syndicate Virtual Roi,2,BSc Astronomy_Year_2
AST-870,BSc Astronomy,Exploit Clicks-And-Mortar Synergies,2,BSc Astronomy_Year_2
AST-188,BSc Astronomy,Enhance Viral Networks,2,BSc Astronomy_Year_2
AST-833,BSc Astronomy,Leverage Leading-Edge Communities,2,BSc Astronomy_Year_2
AST-929,BSc Astronomy,Seize Efficient Convergence,2,BSc Astronomy_Year_2
AST-134,BSc Astronomy,Engage Bricks-And-Clicks Convergence,2,BSc Astronomy_Year_2
AST-611,BSc Astronomy,Grow Viral Metrics,2,BSc Astronomy_Year_2
AST-171,BSc Astronomy,Aggregate Efficient Metrics,3,BSc Astronomy_Year_3
AST-858,BSc Astronomy,Transition Integrated Architectures,3,BSc Astronomy_Year_3
AST-833,BSc Astronomy,Synergize Viral Web Services,3,BSc Astronomy_Year_3
AST-138,BSc Astronomy,Deploy Interactive Relationships,3,BSc Astronomy_Year_3
AST-149,BSc Astronomy,Leverage Rich Experiences,3,BSc Astronomy_Year_3
AST-223,BSc Astronomy,Morph Viral Infrastructures,3,BSc Astronomy_Year_3
AST-117,BSc Astronomy,Unleash Scalable Synergies,3,BSc Astronomy_Year_3
AST-736,BSc Astronomy,Generate Strategic Paradigms,3,BSc Astronomy_Year_3
AST-812,BSc Astronomy,Leverage Dynamic Channels,3,BSc Astronomy_Year_3
AST-619,BSc Astronomy,Visualize Value-Added Relationships,3,BSc Astronomy_Year_3
AST-321,BSc Astronomy,Implement Synergistic Initiatives,4,BSc Astronomy_Year_4
AST-639,BSc Astronomy,Enhance Enterprise E-Business,4,BSc Astronomy_Year_4
AST-647,BSc Astronomy,Strategize B2B E-Business,4,BSc Astronomy_Year_4
AST-786,BSc Astronomy,Revolutionize World-Class Interfaces,4,BSc Astronomy_Year_4
AST-177,BSc Astronomy,Matrix Dynamic Paradigms,4,BSc Astronomy_Year_4
AST-114,BSc Astronomy,Streamline Holistic Action-Items,4,BSc Astronomy_Year_4
AST-898,BSc Astronomy,Productize Best-Of-Breed Applications,4,BSc Astronomy_Year_4
AST-644,BSc Astronomy,Redefine Holistic Mindshare,4,BSc Astronomy_Year_4
AST-335,BSc Astronomy,Re-Contextualize Transparent Content,4,BSc Astronomy_Year_4
AST-184,BSc Astronomy,Innovate Scalable Solutions,4,BSc Astronomy_Year_4
AST-521,MSc Astronomy,Cultivate Distributed Initiatives,1,MSc Astronomy_Year_1
AST-717,MSc Astronomy,Utilize E-Business Infrastructures,1,MSc Astronomy_Year_1
AST-949,MSc Astronomy,Enable Open-Source Functionalities,1,MSc Astronomy_Year_1
AST-841,MSc Astronomy,E-Enable B2B Action-Items,1,MSc Astronomy_Year_1
AST-499,MSc Astronomy,Generate Killer Paradigms,1,MSc Astronomy_Year_1
AST-546,MSc Astronomy,Benchmark Vertical Paradigms,1,MSc Astronomy_Year_1
AST-118,MSc Astronomy,Morph Best-Of-Breed Roi,1,MSc Astronomy_Year_1
AST-774,MSc Astronomy,Streamline Leading-Edge Mindshare,1,MSc Astronomy_Year_1
AST-469,MSc Astronomy,Disintermediate Interactive Action-Items,1,MSc Astronomy_Year_1
AST-241,MSc Astronomy,Envisioneer Transparent Info-Mediaries,1,MSc Astronomy_Year_1
AST-733,MSc Astronomy,Monetize 24/7 Relationships,2,MSc Astronomy_Year_2
AST-353,MSc Astronomy,Productize Transparent Mindshare,2,MSc Astronomy_Year_2
AST-593,MSc Astronomy,Engage Frictionless Systems,2,MSc Astronomy_Year_2
AST-821,MSc Astronomy,Revolutionize Bricks-And-Clicks Mindshare,2,MSc Astronomy_Year_2
AST-955,MSc Astronomy,Engage Impactful E-Markets,2,MSc Astronomy_Year_2
AST-207,MSc Astronomy,Leverage Bleeding-Edge Relationships,2,MSc Astronomy_Year_2
AST-592,MSc Astronomy,Synthesize Distributed Technologies,2,MSc Astronomy_Year_2
AST-232,MSc Astronomy,Brand Bleeding-Edge Vortals,2,MSc Astronomy_Year_2
AST-547,MSc Astronomy,Synthesize One-To-One Eyeballs,2,MSc Astronomy_Year_2
AST-229,MSc Astronomy,Facilitate Dot-Com Functionalities,2,MSc Astronomy_Year_2
AST-888,MSc Astronomy,Generate Intuitive Channels,3,MSc Astronomy_Year_3
AST-289,MSc Astronomy,Expedite Rich E-Markets,3,MSc Astronomy_Year_3
AST-859,MSc Astronomy,Iterate Synergistic Bandwidth,3,MSc Astronomy_Year_3
AST-878,MSc Astronomy,Target Seamless Info-Mediaries,3,MSc Astronomy_Year_3
AST-808,MSc Astronomy,Facilitate Rich Roi,3,MSc Astronomy_Year_3
AST-314,MSc Astronomy,Morph Innovative Niches,3,MSc Astronomy_Year_3
AST-311,MSc Astronomy,Visualize Frictionless Mindshare,3,MSc Astronomy_Year_3
AST-130,MSc Astronomy,Scale Front-End Users,3,MSc Astronomy_Year_3
AST-795,MSc Astronomy,Grow World-Class E-Services,3,MSc Astronomy_Year_3
AST-106,MSc Astronomy,Strategize Turn-Key Bandwidth,3,MSc Astronomy_Year_3
AST-169,MSc Astronomy,Reinvent Granular Partnerships,4,MSc Astronomy_Year_4
AST-665,MSc Astronomy,Benchmark Transparent Synergies,4,MSc Astronomy_Year_4
AST-943,MSc Astronomy,Re-Intermediate Collaborative Paradigms,4,MSc Astronomy_Year_4
AST-942,MSc Astronomy,Expedite Dot-Com Deliverables,4,MSc Astronomy_Year_4
AST-185,MSc Astronomy,Drive Front-End Convergence,4,MSc Astronomy_Year_4
AST-859,MSc Astronomy,Streamline Vertical Web-Readiness,4,MSc Astronomy_Year_4
AST-936,MSc Astronomy,Visualize Enterprise Convergence,4,MSc Astronomy_Year_4
AST-260,MSc Astronomy,Embrace Integrated Portals,4,MSc Astronomy_Year_4
AST-927,MSc Astronomy,Matrix Next-Generation Platforms,4,MSc Astronomy_Year_4
AST-223,MSc Astronomy,Evolve B2C Solutions,4,MSc Astronomy_Year_4
AST-901,PhD Astronomy,Engineer Open-Source E-Markets,1,PhD Astronomy_Year_1
AST-193,PhD Astronomy,Envisioneer Transparent Web-Readiness,1,PhD Astronomy_Year_1
AST-389,PhD Astronomy,Cultivate 24/365 Solutions,1,PhD Astronomy_Year_1
AST-499,PhD Astronomy,Aggregate Interactive Bandwidth,1,PhD Astronomy_Year_1
AST-725,PhD Astronomy,Streamline Impactful Platforms,1,PhD Astronomy_Year_1
AST-180,PhD Astronomy,Aggregate Granular Functionalities,1,PhD Astronomy_Year_1
AST-933,PhD Astronomy,Mesh Value-Added E-Commerce,1,PhD Astronomy_Year_1
AST-742,PhD Astronomy,Leverage Interactive Web-Readiness,1,PhD Astronomy_Year_1
